"dod_nbr","dod_so","dod_line","dod_part","dod_qty","do_um","do_status","SPB Create Date"
"60102965","60102189","1","281-2290-5KG","4.00","EA","2","2021-02-25"
"60102965","60102189","2","281-2290-25KG","1.00","EA","2","2021-02-25"
"60102965","60102189","3","083-0001-0.9LT","6.00","EA","2","2021-02-25"
"60102965","60102189","4","083-0020-0.9LT","6.00","EA","2","2021-02-25"
"60102965","60102189","5","083-8756-0.9LT","6.00","EA","2","2021-02-25"
"60102965","60102189","6","505-0000-5LT","4.00","EA","2","2021-02-25"
"60102965","60102189","7","292-2290-2.5LT","4.00","EA","2","2021-02-25"
"60102965","60102189","8","273-4287-3.785LT","4.00","EA","2","2021-02-25"
"60102965","60102189","9","273-4228-3.785LT","4.00","EA","2","2021-02-25"
"60102965","60102189","10","292-A001-2.5LT","4.00","EA","2","2021-02-25"
"60102966","60101877","1","105-0404-0.9LTSET","22.00","EA","2","2021-02-25"
"60102967","60102215","2","222-6241-1LT","3.00","EA","2","2021-02-25"
"60102967","60102215","3","222-1176-1LT","6.00","EA","2","2021-02-25"
"60102967","60102215","4","222-1317-1LT","6.00","EA","2","2021-02-25"
"60102967","60102215","6","222-2770-1LT","6.00","EA","2","2021-02-25"
"60102967","60102215","7","222-2871-1LT","6.00","EA","2","2021-02-25"
"60102967","60102215","8","222-3529-1LT","6.00","EA","2","2021-02-25"
"60102968","60102231","5","105-0020-0.9LTSET","6.00","EA","2","2021-02-25"
"60102969","60102131","1","222-3537-1LT","12.00","EA","2","2021-02-25"
"60102970","60102168","3","222-2103-1LT","12.00","EA","2","2021-02-25"
"60102971","60102091","1","222-2407-1LT","18.00","EA","2","2021-02-25"
"60102971","60102091","3","223-1504-1LT","24.00","EA","2","2021-02-25"
"60102972","60101920","3","245-2127-1LT","12.00","EA","2","2021-02-25"
"60102972","60101920","5","222-1176-1LT","6.00","EA","2","2021-02-25"
"60102972","60101920","24","105-0099-0.9LTSET","12.00","EA","2","2021-02-25"
"60102973","60101991","2","105-0099-0.9LTSET","6.00","EA","2","2021-02-25"
"60102974","60102152","1","222-1730-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","2","222-2651-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","3","222-3168-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","4","222-4428-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","5","222-3537-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","6","222-1176-1LT","6.00","EA","2","2021-02-25"
"60102974","60102152","8","222-0001-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","9","222-2833-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","10","222-2871-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","11","222-0020-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","12","222-4106-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","13","222-2120-1LT","12.00","EA","2","2021-02-25"
"60102974","60102152","14","430-5040-1LTSET","6.00","EA","2","2021-02-25"
"60102974","60102152","15","430-5050-1LTSET","6.00","EA","2","2021-02-25"
"60102974","60102152","16","534-0620-1LTSET","18.00","EA","2","2021-02-25"
"60102975","60102008","4","222-2833-1LT","12.00","EA","2","2021-02-25"
"60102976","60102153","1","222-0022-1LT","6.00","EA","2","2021-02-25"
"60102976","60102153","2","222-6787-1LT","6.00","EA","2","2021-02-25"
"60102976","60102153","3","222-0119-1LT","6.00","EA","2","2021-02-25"
"60102976","60102153","4","222-0001-1LT","6.00","EA","2","2021-02-25"
"60102976","60102153","5","222-2833-1LT","6.00","EA","2","2021-02-25"
"60102976","60102153","6","245-3461-1LT","3.00","EA","2","2021-02-25"
"60102976","60102153","7","245-2127-1LT","3.00","EA","2","2021-02-25"
"60102976","60102153","9","245-4479-1LT","3.00","EA","2","2021-02-25"
"60102976","60102153","8","245-6352-1LT","3.00","EA","2","2021-02-25"
"60102977","60102194","1","245-0001-1LT","6.00","EA","2","2021-02-25"
"60102978","60101895","1","222-2810-1LT","6.00","EA","2","2021-02-25"
"60102979","60101847","7","222-2102-1LT","6.00","EA","2","2021-02-25"
"60102980","60101827","6","222-1316-1LT","12.00","EA","2","2021-02-25"
"60102981","60102054","6","222-1685-1LT","12.00","EA","2","2021-02-25"
"60102982","60101827","13","222-1176-1LT","18.00","EA","2","2021-02-25"
"60102983","60102156","2","222-2810-1LT","6.00","EA","2","2021-02-25"
"60102983","60102156","4","222-2103-1LT","36.00","EA","2","2021-02-25"
"60102983","60102156","5","222-1176-1LT","6.00","EA","2","2021-02-25"
"60102983","60102156","6","222-4106-1LT","12.00","EA","2","2021-02-25"
"60102984","60102205","8","222-2165-1LT","12.00","EA","2","2021-02-25"
"60102984","60102205","9","222-7110-1LT","12.00","EA","2","2021-02-25"
"60102984","60102205","18","083-0507-0.9LT","6.00","EA","2","2021-02-25"
"60102984","60102205","20","430-5047-1LTSET-A","6.00","EA","2","2021-02-25"
"60102985","60101932","8","222-6248-1LT","6.00","EA","2","2021-02-25"
"60102985","60101932","16","222-3428-1LT","6.00","EA","2","2021-02-25"
"60102986","60101974","9","245-1624-1LT","3.00","EA","2","2021-02-25"
"60102986","60101974","11","245-2675-1LT","3.00","EA","2","2021-02-25"
"60102987","60102038","10","222-2103-1LT","6.00","EA","2","2021-02-25"
"60102987","60102038","16","222-4455-1LT","12.00","EA","2","2021-02-25"
"60102988","60101978","14","245-4407-1LT","6.00","EA","2","2021-02-25"
"60102988","60101978","15","245-0118-1LT","6.00","EA","2","2021-02-25"
"60102988","60101978","17","245-4401-1LT","6.00","EA","2","2021-02-25"
"60102989","60101979","3","245-1156-1LT","6.00","EA","2","2021-02-25"
"60102990","60102087","2","083-0101-0.9LT","18.00","EA","2","2021-02-25"
"60102990","60102087","7","083-9424-0.9LT","6.00","EA","2","2021-02-25"
"60102990","60102087","8","083-8720-0.9LT","6.00","EA","2","2021-02-25"
"60102991","60102198","4","222-2103-1LT","6.00","EA","2","2021-02-25"
"60102991","60102198","7","222-2871-1LT","6.00","EA","2","2021-02-25"
"60102991","60102198","12","222-2103-1LT","12.00","EA","2","2021-02-25"
"60102992","60102071","1","222-0020-1LT","60.00","EA","2","2021-02-25"
"60102993","60102031","10","222-3428-1LT","12.00","EA","2","2021-02-25"
"60102993","60102031","11","222-1317-200ML","6.00","EA","2","2021-02-25"
"60102994","60102179","6","222-1407-1LT","12.00","EA","2","2021-02-25"
"60102994","60102179","8","222-2165-1LT","6.00","EA","2","2021-02-25"
"60102994","60102179","9","222-4106-1LT","6.00","EA","2","2021-02-25"
"60102995","60102064","1","245-6352-1LT","12.00","EA","2","2021-02-25"
"60102996","60102173","3","267-B001-2.5LT","8.00","EA","2","2021-02-25"
"60102996","60102173","8","799-B-1LT","1.00","EA","2","2021-02-25"
"60102997","60102033","1","222-2102-1LT","114.00","EA","2","2021-02-25"
"60102998","60101808","3","083-3108-0.9LT","30.00","EA","2","2021-02-25"
"60102999","60102037","3","222-2103-1LT","24.00","EA","2","2021-02-25"
"60103000","60101990","1","105-0020-0.9LTSET","12.00","EA","2","2021-02-25"
"60103001","60101825","12","222-2103-1LT","6.00","EA","2","2021-02-25"
"60103002","60102140","4","222-1730-1LT","24.00","EA","2","2021-02-25"
"60103002","60102140","5","222-2179-1LT","12.00","EA","2","2021-02-25"
"60103002","60102140","10","083-3108-0.9LT","6.00","EA","2","2021-02-25"
"60103003","60101960","3","245-1156-1LT","3.00","EA","2","2021-02-25"
"60103004","60102041","4","222-2103-1LT","36.00","EA","2","2021-02-25"
"60103004","60102041","10","222-3428-1LT","12.00","EA","2","2021-02-25"
"60103004","60102041","11","223-8243-1LT","6.00","EA","2","2021-02-25"
"60103004","60102041","12","223-1504-1LT","6.00","EA","2","2021-02-25"
"60103005","60102155","5","799-B-1LT","3.00","EA","2","2021-02-25"
"60103006","60102068","1","222-2833-1LT","60.00","EA","2","2021-02-25"
"60103007","60102100","1","222-0102-1LT","6.00","EA","2","2021-02-25"
"60103007","60102100","2","222-2833-1LT","6.00","EA","2","2021-02-25"
"60103008","60102082","1","222-2833-1LT","60.00","EA","2","2021-02-25"
"60103009","60101964","2","222-2833-1LT","6.00","EA","2","2021-02-25"
"60103010","60102085","1","430-5054-1LTSET","12.00","EA","2","2021-02-25"
"60103011","60101926","3","105-0020-0.9LTSET","6.00","EA","2","2021-02-25"
"60103012","60102214","1","105-0104-0.9LTSET","6.00","EA","2","2021-02-25"
"60103013","60102112","3","245-3228-1LT","6.00","EA","2","2021-02-25"
"60103014","60102206","2","222-2102-1LT","6.00","EA","2","2021-02-25"
"60103014","60102206","3","222-2179-1LT","3.00","EA","2","2021-02-25"
"60103014","60102206","4","222-4428-1LT","3.00","EA","2","2021-02-25"
"60103014","60102206","5","222-6352-1LT","3.00","EA","2","2021-02-25"
"60103015","60102222","2","222-3537-1LT","6.00","EA","2","2021-02-25"
"60103016","60101998","2","083-0507-0.9LT","6.00","EA","2","2021-02-25"
"60103017","60102028","3","083-6304-0.9LT","6.00","EA","2","2021-02-25"
"60103017","60102028","4","083-5478-0.9LT","12.00","EA","2","2021-02-25"
"60103017","60102028","5","083-8760-0.9LT","18.00","EA","2","2021-02-25"
"60103017","60102028","9","222-1685-1LT","6.00","EA","2","2021-02-25"
"60103018","60102165","2","222-0020-1LT","12.00","EA","2","2021-02-25"
"60103018","60102165","3","222-2871-1LT","6.00","EA","2","2021-02-25"
"60103018","60102165","4","222-0001-1LT","12.00","EA","2","2021-02-25"
"60103018","60102165","5","222-2518-1LT","6.00",NULL,"2","2021-02-25"
"60103019","60102127","7","222-1407-1LT","6.00","EA","2","2021-02-25"
"60103019","60102127","17","222-6352-1LT","4.00","EA","2","2021-02-25"
"60103020","60102117","3","222-1407-1LT","6.00","EA","2","2021-02-25"
"60103021","60102133","1","222-2165-1LT","42.00","EA","2","2021-02-25"
"60103022","60102139","2","222-0022-1LT","15.00","EA","2","2021-02-25"
"60103023","60102154","3","222-4106-1LT","12.00","EA","2","2021-02-25"
"60103023","60102154","12","222-0022-1LT","12.00","EA","2","2021-02-25"
"60103024","60102143","3","222-2871-1LT","12.00","EA","2","2021-02-25"
"60103024","60102143","4","222-1317-1LT","6.00","EA","2","2021-02-25"
"60103024","60102143","5","222-3428-1LT","6.00","EA","2","2021-02-25"
"60103024","60102143","6","222-1407-1LT","6.00","EA","2","2021-02-25"
"60103025","60102220","2","222-2770-1LT","9.00","EA","2","2021-02-25"
"60103026","60102227","3","222-0020-1LT","54.00","EA","2","2021-02-25"
"60103026","60102227","4","222-2871-1LT","120.00","EA","2","2021-02-25"
"60103026","60102227","5","222-1317-1LT","18.00","EA","2","2021-02-25"
"60103026","60102227","6","222-1407-1LT","30.00","EA","2","2021-02-25"
"60103026","60102227","7","222-4401-1LT","9.00","EA","2","2021-02-25"
"60103026","60102227","8","222-3168-1LT","30.00","EA","2","2021-02-25"
"60103026","60102227","9","222-1089-1LT","3.00","EA","2","2021-02-25"
"60103026","60102227","11","222-1093-1LT","24.00","EA","2","2021-02-25"
"60103027","60101786","1","105-0020-0.9LTSET","36.00","EA","2","2021-02-25"
"60103028","60102063","2","083-3108-0.9LT","72.00","EA","2","2021-02-25"
"60103029","60102197","2","222-1187-1LT","6.00","EA","2","2021-02-25"
"60103029","60102197","4","222-1522-1LT","6.00","EA","2","2021-02-25"
"60103029","60102197","6","799-B-1LT","1.00","EA","2","2021-02-25"
"60103030","60101986","4","222-1093-200ML","6.00","EA","2","2021-02-25"
"60103031","60102074","1","222-1317-1LT","18.00","EA","2","2021-02-25"
"60103032","60102195","2","145-0020-1LTSET","6.00","EA","2","2021-02-25"
"60103032","60102195","4","222-2136-1LT","3.00","EA","2","2021-02-25"
"60103033","60101787","27","222-1316-1LT","3.00","EA","2","2021-02-25"
"60103033","60101787","35","222-4106-1LT","6.00","EA","2","2021-02-25"
"60103034","60102146","1","430-5040-1LTSET","90.00","EA","2","2021-02-25"
"60103034","60102146","2","430-5054-1LTSET","30.00","EA","2","2021-02-25"
"60103034","60102146","3","534-0620-1LTSET","60.00","EA","2","2021-02-25"
"60103034","60102146","4","534-0001-1LTSET","60.00","EA","2","2021-02-25"
"60103035","60102223","2","245-6352-1LT","3.00","EA","2","2021-02-25"
"60103035","60102223","3","222-1407-1LT","6.00","EA","2","2021-02-25"
"60103035","60102223","5","222-2165-1LT","6.00","EA","2","2021-02-25"
"60103035","60102223","7","222-2179-1LT","3.00","EA","2","2021-02-25"
"60103036","60102111","2","222-1317-1LT","6.00","EA","2","2021-02-25"
"60103036","60102111","3","222-2102-1LT","6.00","EA","2","2021-02-25"
"60103036","60102111","5","222-1522-1LT","6.00","EA","2","2021-02-25"
"60103036","60102111","6","222-3476-1LT","6.00","EA","2","2021-02-25"
"60103036","60102111","7","222-1407-1LT","6.00","EA","2","2021-02-25"
"60103036","60102111","8","222-4106-1LT","6.00","EA","2","2021-02-25"
"60103037","60102036","2","267-B001-2.5LT","8.00","EA","2","2021-02-25"
"60103037","60102036","8","799-B-1LT","2.00","EA","2","2021-02-25"
"60103038","60101983","8","222-1422-1LT","30.00","EA","2","2021-02-25"
"60103039","60102229","2","222-1522-1LT","12.00","EA","2","2021-02-25"
"60103039","60102229","3","222-0022-1LT","6.00","EA","2","2021-02-25"
"60103039","60102229","6","222-2770-1LT","3.00","EA","2","2021-02-25"
"60103039","60102229","7","222-2752-1LT","3.00","EA","2","2021-02-25"
"60103039","60102229","9","222-1730-1LT","3.00","EA","2","2021-02-25"
"60103040","60102046","6","222-6246-200ML","6.00","EA","2","2021-02-25"
"60103040","60102046","11","245-1156-1LT","6.00","EA","2","2021-02-25"
"60103041","60102158","3","222-2651-1LT","6.00","EA","2","2021-02-25"
"60103041","60102158","4","222-3461-1LT","6.00","EA","2","2021-02-25"
"60103041","60102158","5","222-3476-1LT","6.00","EA","2","2021-02-25"
"60103041","60102158","14","222-3537-1LT","6.00","EA","2","2021-02-25"
"60103042","60102062","5","222-1685-1LT","36.00","EA","2","2021-02-25"
"60103042","60102062","9","222-4106-1LT","24.00","EA","2","2021-02-25"
"60103042","60102062","13","222-6242-1LT","24.00","EA","2","2021-02-25"
"60103043","60102236","1","222-9405-1LT","12.00","EA","2","2021-02-25"
"60103044","60102196","4","222-4106-1LT","6.00","EA","2","2021-02-25"
"60103045","60102095","1","222-4106-1LT","6.00","EA","2","2021-02-25"
"60103046","60102172","1","245-1156-1LT","3.00","EA","2","2021-02-25"
"60103046","60102172","2","222-6242-1LT","6.00","EA","2","2021-02-25"
"60103047","60101858","2","223-8243-1LT","18.00","EA","2","2021-02-25"
"60103048","60102208","1","222-2871-1LT","12.00","EA","2","2021-02-25"
"60103048","60102208","2","222-6787-1LT","3.00","EA","2","2021-02-25"
"60103048","60102208","3","222-2651-1LT","12.00","EA","2","2021-02-25"
"60103049","60101807","1","083-5478-3.785LT","10.00","EA","2","2021-02-25"
"60103050","60102006","1","083-3107-0.9LT","6.00","EA","2","2021-02-25"
"60103051","60102083","7","222-4455-1LT","12.00","EA","2","2021-02-25"
"60103052","60102177","3","222-2810-1LT","6.00","EA","2","2021-02-25"
"60103053","60101985","7","245-2296-1LT","6.00","EA","2","2021-02-25"
"60103054","60102080","7","222-0102-1LT","6.00","EA","2","2021-02-25"
"60103054","60102080","12","222-1316-1LT","6.00","EA","2","2021-02-25"
"60103054","60102080","13","222-1685-1LT","6.00","EA","2","2021-02-25"
"60103055","60102256","1","222-0102-1LT","60.00","EA","3","2021-02-25"
"60103056","60102257","1","222-0001-1LT","120.00","EA","2","2021-02-25"
"60103057","60102130","2","245-2157-1LT","3.00","EA","2","2021-02-25"
"60103058","60102218","2","245-3118-1LT","6.00","EA","2","2021-02-25"
"60103058","60102218","3","245-2157-1LT","3.00","EA","2","2021-02-25"
"60103058","60102218","6","245-1176-1LT","12.00","EA","2","2021-02-25"
"60103059","60102128","3","083-3108-0.9LT","12.00","EA","2","2021-02-25"
"60103059","60102128","11","267-C001-2.5LT","4.00","EA","2","2021-02-25"
"60103059","60102128","10","267-B001-2.5LT","4.00","EA","2","2021-02-25"
"60103060","60102171","3","222-1730-1LT","3.00","EA","2","2021-02-25"
"60103061","60102101","2","222-4106-1LT","12.00","EA","2","2021-02-25"
"60103062","60102241","1","222-0006-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","2","222-0102-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","3","222-0035-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","5","222-1231-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","6","222-1317-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","10","222-2261-1LT","12.00","EA","2","2021-02-25"
"60103062","60102241","11","222-7314-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","12","222-2190-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","13","222-3476-1LT","6.00","EA","2","2021-02-25"
"60103062","60102241","14","245-7235-1LT","6.00","EA","2","2021-02-25"
"60103063","60101837","1","222-0007-1LT","6.00","EA","3","2021-02-25"
"60103064","60101802","6","222-2871-200ML","6.00","EA","2","2021-02-25"
"60103064","60101802","10","222-0106-200ML","6.00","EA","2","2021-02-25"
"60103065","60102102","4","222-4455-1LT","6.00","EA","2","2021-02-25"
"60103066","60102135","3","222-0022-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","4","222-0101-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","7","222-1187-1LT","24.00","EA","2","2021-02-25"
"60103066","60102135","10","222-1407-1LT","9.00","EA","2","2021-02-25"
"60103066","60102135","20","222-2548-1LT","6.00","EA","2","2021-02-25"
"60103066","60102135","22","222-2651-1LT","30.00","EA","2","2021-02-25"
"60103066","60102135","24","222-2773-1LT","30.00","EA","2","2021-02-25"
"60103066","60102135","28","222-3285-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","29","222-3476-1LT","18.00","EA","2","2021-02-25"
"60103066","60102135","31","222-3537-1LT","18.00","EA","2","2021-02-25"
"60103066","60102135","32","222-4106-1LT","6.00","EA","2","2021-02-25"
"60103066","60102135","33","222-4428-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","34","222-4455-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","39","222-6247-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","41","222-9405-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","42","223-0405-1LT","12.00","EA","2","2021-02-25"
"60103066","60102135","45","223-6215-1LT","6.00","EA","2","2021-02-25"
"60103067","60102148","1","222-2871-1LT","6.00","EA","2","2021-02-25"
"60103068","60102264","2","222-3118-1LT","6.00","EA","2","2021-02-26"
"60103069","60102267","1","105-0404-0.9LTSET","3.00","EA","2","2021-02-26"
"60103070","60102266","1","222-3303-1LT","18.00","EA","2","2021-02-26"
"60103071","60102265","2","222-4428-1LT","6.00","EA","2","2021-02-26"
"60103071","60102265","3","222-2296-1LT","6.00","EA","2","2021-02-26"
"60103071","60102265","4","222-4563-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","8","222-1730-1LT","6.00","EA","2","2021-02-26"
"60103072","60102261","9","222-1317-1LT","6.00","EA","2","2021-02-26"
"60103072","60102261","11","222-0102-1LT","6.00","EA","2","2021-02-26"
"60103072","60102261","12","222-0022-1LT","6.00","EA","2","2021-02-26"
"60103072","60102261","13","222-2651-1LT","6.00","EA","2","2021-02-26"
"60103072","60102261","14","222-3537-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","15","223-1537-1LT","3.00","EA","2","2021-02-26"
"60103072","60102261","16","223-5391-1LT","3.00","EA","2","2021-02-26"
"60103072","60102261","18","430-5040-1LTSET","30.00","EA","2","2021-02-26"
"60103072","60102261","19","222-5542-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","1","222-2102-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","2","222-6237-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","3","222-0001-1LT","30.00","EA","2","2021-02-26"
"60103072","60102261","5","222-2651-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","6","222-2165-1LT","12.00","EA","2","2021-02-26"
"60103072","60102261","7","534-0001-1LTSET","12.00","EA","2","2021-02-26"
"60103073","60102259","1","083-4135-0.9LT","6.00","EA","2","2021-02-26"
"60103073","60102259","2","083-6512-0.9LT","6.00","EA","2","2021-02-26"
"60103073","60102259","3","083-0013-0.9LT","6.00","EA","2","2021-02-26"
"60103074","60102258","1","534-0620-1LTSET","180.00","EA","2","2021-02-26"
"60103074","60102258","2","534-0001-1LTSET","120.00","EA","2","2021-02-26"
"60103074","60102258","3","430-5040-1LTSET","360.00","EA","2","2021-02-26"
"60103074","60102258","5","222-0001-1LT","120.00","EA","2","2021-02-26"
"60103074","60102258","6","222-0020-1LT","60.00","EA","2","2021-02-26"
"60103074","60102258","7","222-2102-1LT","36.00","EA","2","2021-02-26"
"60103074","60102258","8","222-0119-1LT","24.00","EA","2","2021-02-26"
"60103074","60102258","9","222-3350-1LT","12.00","EA","2","2021-02-26"
"60103074","60102258","10","223-5653-1LT","6.00","EA","2","2021-02-26"
"60103074","60102258","11","245-2548-1LT","6.00","EA","2","2021-02-26"
"60103074","60102258","12","222-2871-1LT","60.00","EA","2","2021-02-26"
"60103075","60101906","4","222-0102-1LT","6.00","EA","2","2021-02-26"
"60103075","60101906","10","223-1504-1LT","6.00","EA","2","2021-02-26"
"60103075","60101906","15","222-2871-200ML","24.00","EA","2","2021-02-26"
"60103075","60101906","19","222-2179-200ML","6.00","EA","2","2021-02-26"
"60103075","60101906","21","222-0106-200ML","6.00","EA","2","2021-02-26"
"60103076","60102262","1","222-2261-1LT","12.00","EA","2","2021-02-26"
"60103076","60102262","2","222-0035-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","3","222-1522-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","4","222-1316-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","5","222-6352-1LT","12.00","EA","2","2021-02-26"
"60103076","60102262","7","222-4456-1LT","12.00","EA","2","2021-02-26"
"60103076","60102262","8","222-1423-1LT","12.00","EA","2","2021-02-26"
"60103076","60102262","11","222-3118-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","12","222-1156-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","13","222-2106-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","15","222-1187-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","16","222-2729-1LT","6.00","EA","2","2021-02-26"
"60103076","60102262","17","222-1605-1LT","18.00","EA","2","2021-02-26"
"60103076","60102262","19","222-2179-1LT","12.00",NULL,"2","2021-02-26"
"60103076","60102262","6","222-1317-1LT","18.00","EA","2","2021-02-26"
"60103077","60102263","1","222-2548-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","2","222-5542-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","3","222-6247-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","4","222-6241-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","6","222-0020-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","7","222-2871-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","8","245-2651-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","10","245-3398-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","11","245-3340-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","12","430-5040-1LTSET","12.00","EA","2","2021-02-26"
"60103077","60102263","13","534-0620-1LTSET","12.00","EA","2","2021-02-26"
"60103077","60102263","15","803-0049-1LT","6.00","EA","2","2021-02-26"
"60103077","60102263","16","430-5050-1LTSET","6.00","EA","2","2021-02-26"
"60103078","60102245","1","222-0001-1LT","216.00","EA","2","2021-02-26"
"60103078","60102245","2","222-0020-1LT","138.00","EA","2","2021-02-26"
"60103078","60102245","4","222-0101-1LT","6.00","EA","2","2021-02-26"
"60103078","60102245","5","222-0106-1LT","30.00","EA","2","2021-02-26"
"60103078","60102245","6","222-1109-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","8","222-1314-1LT","18.00","EA","2","2021-02-26"
"60103078","60102245","9","222-1316-1LT","60.00","EA","2","2021-02-26"
"60103078","60102245","10","222-1317-1LT","36.00","EA","2","2021-02-26"
"60103078","60102245","11","222-1427-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","12","222-1487-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","15","222-1741-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","16","222-1745-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","17","222-2102-1LT","66.00","EA","2","2021-02-26"
"60103078","60102245","19","222-2106-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","20","222-2127-1LT","60.00","EA","2","2021-02-26"
"60103078","60102245","21","222-2165-1LT","36.00","EA","2","2021-02-26"
"60103078","60102245","22","222-2179-1LT","30.00","EA","2","2021-02-26"
"60103078","60102245","23","222-2518-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","24","222-2548-1LT","6.00","EA","2","2021-02-26"
"60103078","60102245","25","222-2617-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","26","222-2651-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","27","222-2675-1LT","18.00","EA","2","2021-02-26"
"60103078","60102245","32","222-2871-1LT","60.00","EA","2","2021-02-26"
"60103078","60102245","35","222-3398-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","37","222-3476-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","38","222-3537-1LT","18.00","EA","2","2021-02-26"
"60103078","60102245","39","222-3552-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","41","222-4278-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","44","222-4456-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","45","222-4479-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","46","222-4562-1LT","42.00","EA","2","2021-02-26"
"60103078","60102245","47","222-4563-1LT","30.00","EA","2","2021-02-26"
"60103078","60102245","48","222-4792-1LT","18.00","EA","2","2021-02-26"
"60103078","60102245","51","222-6237-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","52","222-6244-1LT","18.00","EA","2","2021-02-26"
"60103078","60102245","53","222-6246-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","54","222-6352-1LT","24.00","EA","2","2021-02-26"
"60103078","60102245","55","222-6621-1LT","12.00","EA","2","2021-02-26"
"60103078","60102245","56","222-6621-1LT","60.00","EA","2","2021-02-26"
"60103078","60102245","57","222-7314-1LT","24.00","EA","2","2021-02-26"
"60103079","60102246","1","222-0119-1LT","6.00","EA","2","2021-02-26"
"60103079","60102246","2","222-1231-1LT","24.00","EA","2","2021-02-26"
"60103079","60102246","4","222-2297-1LT","12.00","EA","2","2021-02-26"
"60103080","60102192","1","222-1522-1LT","42.00","EA","2","2021-02-26"
"60103080","60102192","2","222-2102-1LT","30.00","EA","2","2021-02-26"
"60103081","60102247","36","245-4563-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","37","245-7235-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","2","245-0195-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","3","245-1093-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","4","245-1156-1LT","6.00","EA","2","2021-02-26"
"60103081","60102247","6","245-1187-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","7","245-1239-1LT","24.00","EA","2","2021-02-26"
"60103081","60102247","8","245-1407-1LT","12.00","EA","2","2021-02-26"
"60103081","60102247","9","245-1542-1LT","6.00","EA","2","2021-02-26"
"60103081","60102247","10","245-1685-1LT","12.00","EA","2","2021-02-26"
